This file was created using the 202303 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
200010    920   1254   2573    233    311    231
200011    919   1247   2550    232    309    227
200012    917   1241   2529    232    307    226
200101    913   1234   2511    230    304    224
200102    911   1226   2500    230    304    222
200103    911   1223   2476    230    304    220
200104    909   1212   2458    228    304    218
200105    907   1210   2446    228    302    215
200106    905   1209   2428    226    302    215
200107   1046   1479   2775    220    294    220
200108   1042   1468   2754    220    292    220
200109   1041   1464   2739    220    292    220
200110   1036   1457   2717    220    290    219
200111   1035   1450   2699    218    288    218
200112   1034   1444   2677    218    287    218
200201   1028   1427   2661    216    286    218
200202   1024   1422   2642    216    286    217
200203   1019   1417   2625    216    282    217
200204   1016   1409   2613    216    282    217
200205   1012   1407   2603    216    281    217
200206   1010   1402   2587    216    281    216
200207    971   1412   2857    218    286    217
200208    964   1401   2829    216    285    216
200209    957   1386   2808    214    283    213
200210    953   1375   2784    213    283    212
200211    950   1361   2765    211    283    211
200212    947   1359   2758    209    282    210
200301    941   1352   2734    207    280    208
200302    928   1348   2717    206    279    207
200303    924   1345   2696    206    278    207
200304    919   1339   2678    206    278    202
200305    913   1329   2667    205    278    201
200306    907   1324   2645    199    278    200
200307    826   1383   2702    209    277    209
200308    820   1373   2682    208    276    209
200309    814   1366   2667    206    275    208
200310    812   1364   2650    206    273    208
200311    803   1359   2628    206    273    207
200312    797   1357   2614    205    272    207
200401    787   1345   2595    203    270    206
200402    783   1335   2585    201    268    206
200403    781   1330   2574    199    268    205
200404    778   1327   2560    199    267    203
200405    775   1321   2552    198    265    203
200406    772   1316   2542    198    262    202
200407   1057   1350   2269    217    290    217
200408   1048   1343   2255    214    288    217
200409   1042   1337   2247    214    284    216
200410   1040   1331   2234    214    284    216
200411   1038   1327   2222    214    281    216
200412   1032   1315   2177    214    279    215
200501   1032   1316   2178    214    279    215
200502   1031   1311   2167    214    278    213
200503   1027   1306   2156    214    277    212
200504   1026   1305   2148    214    277    210
200505   1021   1303   2140    214    276    209
200506   1014   1296   2125    213    272    208
200507   1115   1428   2180    230    306    230
200508   1105   1426   2167    228    304    229
200509   1101   1420   2159    228    304    229
200510   1097   1412   2149    227    304    228
200511   1094   1408   2136    227    304    228
200512   1090   1396   2124    226    304    227
200601   1080   1391   2110    222    303    225
200602   1076   1385   2100    222    300    225
200603   1074   1378   2088    220    300    224
200604   1071   1374   2071    220    298    223
200605   1070   1367   2067    220    297    223
200606   1063   1364   2061    220    297    222
200607   1225   1355   2377    245    327    246
200608   1216   1343   2367    244    325    242
200609   1211   1333   2358    244    323    241
200610   1207   1323   2339    244    321    238
200611   1188   1316   2316    243    320    238
200612   1184   1308   2306    243    317    238
200701   1177   1299   2291    241    314    237
200702   1176   1292   2276    239    313    237
200703   1165   1286   2266    238    313    237
200704   1155   1281   2256    237    313    236
200705   1149   1279   2246    235    313    233
200706   1140   1271   2229    234    313    233
200707   1286   1279   2668    260    346    258
200708   1282   1277   2654    260    343    256
200709   1278   1272   2637    258    343    255
200710   1273   1269   2623    256    343    254
200711   1265   1257   2606    256    343    253
200712   1256   1251   2594    255    342    251
200801   1252   1242   2580    252    341    251
200802   1248   1236   2568    252    341    250
200803   1239   1229   2556    251    337    249
200804   1234   1221   2546    250    337    249
200805   1229   1217   2533    250    335    246
200806   1224   1212   2510    248    334    243
200807   1032   1601   2792    236    316    236
200808   1029   1592   2776    235    315    235
200809   1020   1586   2763    235    314    234
200810   1017   1579   2746    235    311    233
200811   1015   1573   2722    235    309    232
200812   1008   1571   2709    235    309    232
200901    997   1552   2680    235    307    232
200902    993   1545   2671    235    307    230
200903    989   1536   2650    231    307    227
200904    984   1525   2623    230    307    227
200905    979   1518   2608    230    306    227
200906    975   1513   2590    230    305    227
200907    887   1384   2854    212    281    212
200908    881   1379   2836    212    281    212
200909    874   1375   2823    211    281    212
200910    872   1371   2809    208    279    212
200911    864   1364   2790    208    277    212
200912    861   1357   2779    207    277    211
201001    853   1348   2755    206    276    211
201002    850   1344   2738    206    276    211
201003    846   1341   2726    206    276    211
201004    842   1335   2711    205    275    211
201005    841   1330   2699    204    274    210
201006    838   1324   2689    204    273    209
201007    915   1332   2554    211    280    211
201008    909   1326   2532    210    279    211
201009    907   1319   2521    210    278    211
201010    902   1315   2510    210    276    211
201011    897   1311   2496    210    275    211
201012    891   1305   2480    209    275    211
201101    886   1299   2464    209    274    211
201102    879   1296   2454    208    272    210
201103    878   1292   2444    208    272    210
201104    874   1286   2427    207    272    210
201105    870   1275   2412    207    272    210
201106    867   1267   2407    207    271    209
201107    938   1474   2315    208    276    206
201108    932   1467   2305    208    276    205
201109    929   1463   2296    208    275    204
201110    925   1459   2280    208    275    204
201111    921   1450   2271    207    273    204
201112    918   1440   2257    207    273    204
201201    915   1429   2246    207    273    203
201202    910   1420   2232    207    273    203
201203    904   1408   2215    207    273    203
201204    901   1398   2196    206    273    202
201205    900   1395   2188    206    272    202
201206    898   1391   2177    206    272    202
201207    819   1429   2284    185    261    196
201208    814   1424   2274    185    260    196
201209    809   1416   2263    185    259    195
201210    806   1414   2250    184    259    195
201211    802   1407   2242    184    259    195
201212    802   1401   2220    184    259    195
201301    796   1390   2201    183    259    195
201302    795   1388   2189    183    259    195
201303    794   1383   2184    183    259    195
201304    789   1374   2174    181    259    194
201305    787   1370   2166    181    259    193
201306    785   1362   2150    181    259    191
201307    823   1299   2197    191    254    191
201308    822   1293   2185    191    253    190
201309    818   1291   2176    191    253    189
201310    816   1289   2168    191    252    189
201311    813   1285   2159    190    252    189
201312    811   1282   2150    190    252    188
201401    807   1280   2141    188    252    187
201402    805   1275   2125    187    252    187
201403    802   1271   2124    187    252    187
201404    795   1262   2116    187    252    187
201405    791   1256   2109    187    252    187
201406    789   1250   2101    187    252    186
201407    834   1326   2081    207    276    207
201408    829   1317   2073    207    276    206
201409    827   1312   2062    206    276    206
201410    826   1309   2053    206    275    206
201411    821   1304   2045    206    275    205
201412    820   1299   2035    206    275    205
201501    816   1294   2022    205    274    205
201502    809   1292   2011    205    274    205
201503    805   1282   2003    205    274    205
201504    800   1274   1992    205    274    205
201505    796   1263   1981    205    272    202
201506    793   1259   1973    205    272    202
201507    826   1306   2162    211    280    211
201508    823   1302   2153    211    280    210
201509    823   1296   2143    209    280    210
201510    819   1293   2134    208    280    208
201511    815   1289   2116    208    280    207
201512    810   1284   2110    207    280    207
201601    807   1276   2097    206    279    206
201602    806   1273   2079    205    279    206
201603    804   1266   2061    204    277    205
201604    801   1260   2047    204    277    204
201605    799   1257   2036    204    276    204
201606    797   1253   2031    203    275    204
201607    884   1207   2190    217    287    217
201608    880   1198   2182    217    286    216
201609    877   1194   2175    217    286    216
201610    874   1190   2161    216    286    216
201611    867   1185   2155    215    286    215
201612    864   1180   2150    215    285    215
201701    857   1173   2134    215    284    215
201702    855   1168   2121    215    284    214
201703    852   1163   2114    215    284    214
201704    849   1161   2109    215    283    214
201705    848   1159   2104    215    283    214
201706    847   1154   2096    215    283    214
201707   1040   1218   2030    230    307    230
201708   1037   1213   2016    229    307    228
201709   1034   1210   2002    229    306    227
201710   1033   1206   1994    229    305    227
201711   1032   1199   1984    229    304    227
201712   1031   1197   1972    228    304    227
201801   1029   1195   1965    228    302    227
201802   1024   1192   1953    226    302    226
201803   1021   1187   1947    226    301    226
201804   1019   1187   1943    225    300    225
201805   1015   1183   1936    225    300    225
201806   1012   1180   1928    225    299    225
201807   1051   1434   1914    230    308    230
201808   1050   1429   1908    229    308    230
201809   1046   1425   1903    228    308    230
201810   1044   1423   1896    226    308    230
201811   1040   1417   1886    226    308    230
201812   1036   1413   1879    224    307    229
201901   1036   1409   1861    224    307    229
201902   1034   1406   1859    224    305    228
201903   1030   1400   1854    224    305    228
201904   1028   1395   1849    223    303    228
201905   1023   1388   1838    222    302    228
201906   1016   1383   1826    222    301    228
201907    972   1562   1896    217    287    217
201908    966   1561   1885    217    286    217
201909    963   1556   1876    217    285    217
201910    959   1552   1868    216    285    217
201911    958   1544   1860    216    285    216
201912    957   1540   1854    216    284    216
202001    952   1532   1841    216    283    216
202002    950   1518   1828    215    282    215
202003    945   1513   1819    213    282    215
202004    942   1510   1806    212    282    215
202005    939   1507   1799    212    282    214
202006    935   1505   1788    212    282    214
202007    802   1489   2116    209    278    209
202008    801   1485   2104    209    278    209
202009    798   1484   2096    209    278    209
202010    794   1483   2089    208    278    209
202011    791   1479   2078    208    278    208
202012    790   1473   2066    205    277    206
202101    789   1467   2059    205    277    206
202102    788   1463   2048    204    277    205
202103    787   1461   2042    204    277    205
202104    784   1454   2038    204    277    204
202105    782   1451   2032    202    276    204
202106    781   1445   2027    203    276    203
202107    943   1580   1873    230    308    230
202108    942   1576   1859    230    308    229
202109    939   1565   1847    230    306    227
202110    939   1560   1838    230    306    227
202111    935   1555   1832    230    305    226
202112    933   1549   1825    230    305    226
202201    929   1544   1817    230    305    226
202202    926   1538   1811    229    303    224
202203    923   1531   1802    229    302    224
202204    920   1526   1795    229    302    224
202205    918   1522   1786    229    302    224
202206    915   1515   1781    227    302    224
202207   1156   1802   1741    223    298    224
202208   1152   1795   1736    223    297    224
202209   1149   1786   1733    222    296    224
202210   1147   1777   1726    221    295    224
202211   1146   1773   1719    221    294    224
202212   1142   1762   1711    221    293    223
202301   1133   1755   1706    221    291    223
202302   1131   1751   1694    220    290    223
202303   1129   1744   1690    219    289    223



  Average Firm Size
                       Small                                Big
              Low         2           High        Low         2           High
199007      106.35      105.46       72.38     2169.23     2383.85     2332.58
199008      112.62      110.70       75.37     2297.99     2483.50     2421.53
199009      101.10       99.34       67.19     2052.83     2220.89     2168.64
199010       90.94       89.40       60.24     1789.22     1958.51     1913.26
199011       94.57       94.16       62.70     1928.97     2121.94     2022.66
199012       92.44       91.39       61.08     1921.10     2135.65     2034.10
199101       92.11       91.36       60.98     1895.93     2106.80     2014.38
199102       90.24       89.89       59.81     1943.06     2143.17     2070.22
199103       97.90       98.29       65.29     2097.42     2294.06     2241.65
199104       93.73       93.55       62.38     1958.39     2139.37     2094.51
199105       92.85       92.68       61.56     1942.45     2125.75     2077.69
199106       90.49       90.88       60.02     1962.30     2146.56     2088.69
199107      103.30       89.87       58.42     2006.66     2175.96     1768.43
199108      105.87       92.02       59.80     2125.89     2316.63     1848.08
199109      107.90       93.46       60.04     2158.78     2360.06     1888.84
199110      112.93       98.95       62.95     2225.68     2420.37     1955.09
199111      110.11       96.29       60.55     2195.12     2357.96     1906.89
199112      108.98       95.67       59.00     2180.62     2291.10     1856.80
199201      113.15       97.83       60.69     2375.30     2438.84     1961.61
199202      111.39       97.28       60.39     2350.65     2438.39     1979.10
199203      111.29       96.78       60.18     2339.11     2424.22     1994.57
199204      107.60       93.38       58.53     2253.12     2347.08     1920.36
199205      111.68       97.74       60.62     2364.66     2483.10     2007.08
199206      116.60      102.30       64.53     2478.37     2595.56     2100.59
199207      120.07       99.07       69.78     2639.26     2675.13     2009.43
199208      114.06       93.74       65.42     2549.57     2569.68     1898.24
199209      111.72       92.05       64.13     2535.54     2570.22     1870.90
199210      107.06       86.24       59.60     2473.82     2519.87     1788.90
199211       96.40       77.15       54.72     2309.87     2291.21     1683.82
199212       93.26       74.65       53.27     2296.92     2297.50     1670.72
199301       96.59       76.51       52.70     2307.90     2333.54     1704.06
199302      100.51       79.72       54.90     2269.81     2328.04     1778.19
199303      100.60       79.77       55.69     2262.22     2380.46     1813.80
199304      107.41       84.49       59.75     2352.60     2522.15     1920.96
199305      113.53       87.88       64.10     2389.56     2542.65     1972.48
199306      113.86       88.23       65.26     2403.33     2553.02     1995.64
199307      103.06       93.49       60.36     2763.23     2595.17     1746.53
199308      101.65       93.44       61.43     2763.36     2624.90     1789.65
199309      110.46      101.46       68.34     2985.14     2840.35     1972.19
199310      110.33      102.13       68.43     2943.18     2844.11     1948.05
199311      109.75      103.17       69.63     3015.65     2941.35     1990.42
199312      108.14      101.81       68.43     2982.48     2871.72     1916.27
199401      112.24      106.59       73.03     3168.48     3102.21     2075.34
199402      123.40      117.53       83.54     3308.29     3246.19     2259.39
199403      123.02      118.39       84.24     3177.86     3110.81     2195.22
199404      120.28      116.62       83.53     3083.10     2988.94     2170.39
199405      123.85      119.82       86.96     3207.24     3095.60     2279.41
199406      118.93      116.37       85.13     3064.51     2961.16     2179.89
199407      115.57      102.08       72.72     2565.55     2915.49     2130.80
199408      116.99      104.30       74.12     2662.75     3081.12     2239.93
199409      120.15      106.11       74.38     2750.03     3176.57     2238.75
199410      118.96      104.96       74.07     2659.00     3043.71     2169.62
199411      119.71      106.11       74.99     2767.12     3196.36     2240.29
199412      113.80      101.14       71.73     2644.83     3060.89     2153.60
199501      113.70      101.04       72.06     2669.58     3057.52     2156.62
199502      113.11      101.90       72.64     2632.03     3006.63     2139.08
199503      114.51      103.53       73.95     2724.37     3065.60     2172.94
199504      118.22      105.46       74.78     2871.26     3189.54     2223.62
199505      120.35      107.21       75.59     2957.02     3274.19     2305.09
199506      122.75      109.08       76.54     3014.03     3308.31     2363.93
199507      119.24      109.79       77.48     3016.71     3579.30     2444.68
199508      123.85      112.46       78.95     3139.39     3744.20     2537.54
199509      121.40      109.20       76.34     3077.13     3599.36     2391.61
199510      125.11      111.24       77.40     3189.07     3686.84     2433.03
199511      123.64      109.68       75.88     3169.61     3686.97     2432.33
199512      119.50      106.20       73.64     3164.96     3699.78     2453.00
199601      120.75      107.16       74.94     3237.32     3799.32     2530.01
199602      121.20      108.07       75.75     3257.62     3832.84     2545.60
199603      125.56      111.33       78.62     3331.00     3917.99     2607.98
199604      126.94      112.77       80.07     3354.83     3963.77     2638.72
199605      128.54      114.67       81.11     3358.30     4024.17     2668.94
199606      133.20      117.53       83.54     3425.68     4070.10     2654.64
199607      136.65      117.84       89.02     4310.02     4088.79     2429.18
199608      132.36      115.89       87.75     4256.20     4022.46     2387.78
199609      135.17      118.15       88.70     4403.12     4127.64     2423.50
199610      133.14      117.44       87.81     4456.41     4238.85     2459.20
199611      136.96      120.47       89.80     4557.01     4338.57     2476.63
199612      140.22      122.97       92.11     4748.06     4552.33     2628.13
199701      142.84      125.36       94.74     4855.49     4585.73     2699.58
199702      143.21      126.82       96.15     4815.08     4589.93     2745.77
199703      145.48      128.94       97.63     4864.92     4627.85     2772.03
199704      146.03      131.12       99.57     4968.17     4722.75     2851.32
199705      142.87      128.15       98.01     4985.31     4742.33     2811.53
199706      145.59      133.03      101.53     5208.72     4954.50     2919.20
199707      156.98      146.55       99.76     6102.18     5920.96     2906.96
199708      152.50      143.82       99.45     6352.09     6146.62     2958.54
199709      154.61      143.59       99.25     6021.84     5767.29     2798.81
199710      161.57      151.00      107.07     6546.62     6310.11     3114.66
199711      161.09      148.92      106.78     6229.94     5964.35     3014.46
199712      158.41      146.73      104.73     6305.58     6064.44     3023.89
199801      156.23      144.91      104.79     6424.13     6238.06     3167.37
199802      159.72      145.38      109.31     6734.83     6390.25     3265.35
199803      168.58      154.02      116.94     7277.50     6919.40     3551.10
199804      183.03      164.43      128.99     7574.17     7454.81     3923.76
199805      192.12      170.02      132.98     7742.19     7648.45     4017.94
199806      202.56      176.32      138.91     7815.49     7807.53     4168.57
199807      204.01      186.13      128.88     8531.14     9021.38     4614.40
199808      202.48      183.96      126.38     8688.96     9148.56     4822.26
199809      179.43      162.77      113.86     7899.54     8033.98     4039.69
199810      169.95      155.74      109.22     7596.89     7701.40     3664.53
199811      172.16      158.21      111.30     8155.92     8310.50     3942.14
199812      176.00      160.87      113.35     8528.47     8758.95     4208.97
199901      176.12      161.04      112.91     8948.25     8900.24     4276.23
199902      178.48      158.08      111.38     9004.01     8870.85     4220.50
199903      181.01      157.00      110.93     8788.50     8773.57     4073.81
199904      181.06      156.64      112.01     8756.23     8834.18     4119.96
199905      186.35      162.18      115.71     8571.07     9294.26     4262.70
199906      185.13      162.25      115.94     8263.02     8854.11     4056.17
199907      210.79      189.74      129.10    10843.06     9869.20     4549.62
199908      219.76      198.53      133.40    10973.27     9959.07     4683.30
199909      234.95      208.64      138.12    11073.45    10095.82     4776.77
199910      241.31      211.84      138.19    11076.79    10006.78     4754.02
199911      246.66      216.50      136.88    11594.81    10194.45     4742.80
199912      270.90      218.77      134.93    12191.20    10356.32     4636.53
200001      295.74      226.32      138.05    13717.67    11271.58     5116.78
200002      313.07      223.69      134.54    12906.59    10293.59     4529.28
200003      355.51      237.32      134.49    13829.87    10975.41     4598.45
200004      333.07      228.36      133.43    13880.83    11406.69     4632.61
200005      286.61      207.19      124.75    13241.70    10779.28     4522.26
200006      278.48      210.42      128.32    12972.05    11015.89     4606.19
200007      250.62      211.12      143.50    12738.21    12510.33     5895.92
200008      243.62      208.53      141.65    12335.83    12549.60     6024.34
200009      241.32      205.69      142.08    12176.22    12551.19     5874.04
200010      232.89      200.83      139.62    11383.83    12287.80     5661.27
200011      202.26      186.82      134.23    10991.47    12205.81     5771.10
200012      175.18      180.67      135.47    10016.67    12126.15     5699.69
200101      184.81      192.10      145.32     9662.86    13149.52     6087.92
200102      185.84      196.63      150.22     9734.91    13277.52     6069.03
200103      169.24      188.24      148.79     8148.55    12561.97     5695.08
200104      146.76      171.41      137.52     7225.56    11502.21     5334.35
200105      151.99      178.66      143.00     8166.83    12243.82     5592.75
200106      143.52      174.42      141.18     7531.46    11762.23     5315.34
200107      181.10      159.24      115.24    10199.19    11478.88     5481.43
200108      169.32      154.40      115.27    10162.11    11483.72     5491.53
200109      164.73      154.04      117.60     9689.53    11393.20     5415.66
200110      130.81      128.56      103.33     8814.73     9984.34     4724.68
200111      142.34      133.51      105.17     9250.30    10273.47     4930.87
200112      154.28      142.14      109.58     9693.07    10542.62     5259.64
200201      153.93      142.32      110.63     9904.46    10764.95     5402.93
200202      147.23      138.74      110.53     9347.43    10330.20     5110.58
200203      143.59      138.74      113.78     9435.43    10453.06     5069.39
200204      148.94      144.85      118.40     9776.41    11090.14     5278.44
200205      146.80      147.25      124.40     9438.84    11210.54     5248.68
200206      145.68      150.99      128.90     9165.05    11301.41     5345.58
200207      164.61      157.08      110.93    10728.92     9920.02     5722.35
200208      146.70      143.49      103.47     9615.80     8746.85     5155.56
200209      141.02      142.18      102.22     9617.06     8796.99     4764.24
200210      121.88      125.32       93.51     8795.94     7383.90     3969.65
200211      125.41      127.18       95.68     9599.83     8192.84     4300.74
200212      132.01      133.51       99.37     9866.94     8735.29     4665.75
200301      126.67      134.46      101.72     9641.40     8483.26     4551.56
200302      122.16      132.09      101.79     9275.54     8163.85     4483.93
200303      116.66      128.02       99.29     8851.78     7947.76     4345.00
200304      115.18      127.41       98.43     8752.93     7761.86     4302.22
200305      128.58      142.17      108.10     9816.43     8792.02     4860.94
200306      140.72      155.94      117.95    10614.98     9363.28     5278.87
200307      155.75      177.49      102.74    11010.29     8644.36     5666.76
200308      158.56      180.59      106.39    10913.44     8941.55     5873.98
200309      162.93      184.71      110.71    10791.63     8799.02     5901.11
200310      170.07      194.14      116.94    11142.01     8996.09     6029.35
200311      178.01      204.92      125.34    11600.88     9607.24     6602.79
200312      184.16      215.03      131.25    12201.49    10030.94     6911.46
200401      194.64      227.01      139.20    13194.62    10865.41     7453.16
200402      203.78      239.85      149.73    13492.15    11122.60     7682.23
200403      210.48      249.82      156.85    13979.62    11499.87     7898.81
200404      203.24      242.64      153.03    13455.68    11191.76     7551.03
200405      196.04      239.02      149.70    13230.28    10855.15     7496.92
200406      193.08      239.53      148.85    13435.45    11040.03     7518.16
200407      185.79      219.49      137.28    12772.00    10941.91     7180.95
200408      179.42      212.08      133.34    12297.56    10742.24     6917.98
200409      176.59      211.40      134.70    12253.66    10916.97     6991.07
200410      182.88      220.76      141.06    12617.39    11427.60     7297.54
200411      190.14      229.81      147.15    13044.61    11980.34     7675.79
200412      206.09      251.27      162.08    13818.42    12757.38     8316.18
200501      213.93      264.20      169.61    14388.86    13302.93     8555.47
200502      216.39      269.67      174.15    14040.81    13198.70     8622.80
200503      227.90      283.52      184.83    14602.31    13850.95     9080.36
200504      220.55      276.17      180.60    14267.82    13420.12     8823.77
200505      212.39      268.83      175.62    14037.52    12969.61     8462.13
200506      205.65      265.10      173.51    14062.02    13016.51     8525.24
200507      225.46      238.83      149.46    12474.21    12570.43     7790.59
200508      234.11      250.00      155.92    12755.38    12815.25     8213.89
200509      244.52      260.36      161.09    12951.13    13020.94     8411.77
200510      247.49      264.11      162.56    12962.68    13196.85     8605.98
200511      237.23      252.29      156.84    12659.58    12654.42     8433.62
200512      239.85      253.70      159.83    12769.03    12896.81     8589.11
200601      245.34      265.69      166.84    13329.56    13519.16     8975.48
200602      266.38      287.42      182.03    14009.46    14543.83     9664.92
200603      272.52      296.61      187.48    14045.99    14614.40     9846.81
200604      283.62      309.76      198.46    14566.88    15167.46    10257.48
200605      304.55      330.63      212.22    15367.87    15829.31    10739.41
200606      293.61      315.16      202.07    14827.88    15180.98    10264.46
200607      259.85      279.06      181.39    10891.19    15493.92    12193.36
200608      255.54      276.28      181.84    10738.75    15787.68    12461.92
200609      262.76      281.51      188.19    11062.33    16248.37    12862.83
200610      267.29      282.72      190.16    11065.79    16438.56    13202.81
200611      279.46      296.23      201.07    11470.04    17047.27    13857.53
200612      295.52      315.18      214.49    11810.15    17838.60    14362.85
200701      309.72      327.90      224.03    12188.35    18599.27    15050.09
200702      315.24      339.34      230.14    12373.54    18572.01    15244.88
200703      318.60      344.96      232.36    12414.08    18462.65    15215.39
200704      328.77      360.16      244.46    12892.33    19299.83    15640.50
200705      345.71      379.89      258.14    13528.12    20362.28    16706.88
200706      345.62      383.98      260.17    13619.57    20661.60    16852.18
200707      348.38      345.98      221.00    13290.50    16192.57    19591.87
200708      343.16      345.44      220.67    13092.41    15768.63    19145.15
200709      327.14      327.85      212.78    13042.38    15475.31    18786.71
200710      334.60      333.10      215.59    13947.68    16224.59    19783.76
200711      352.83      349.83      223.77    14572.18    17005.11    20677.07
200712      323.46      324.32      206.69    14476.57    16520.98    19430.19
200801      309.95      317.20      201.44    14116.72    16349.82    19137.92
200802      277.12      286.67      184.21    12913.74    14687.89    17110.14
200803      289.59      298.64      193.11    13131.70    15184.22    17275.63
200804      285.75      295.56      192.12    12925.00    15148.00    17653.08
200805      287.64      303.95      192.36    13392.77    15893.52    17928.67
200806      290.77      307.77      194.10    13529.94    16045.35    17534.79
200807      289.00      295.91      190.06    14326.69    17018.00    14141.75
200808      272.35      281.35      178.82    13910.74    16116.05    14017.48
200809      260.11      269.85      170.40    13327.15    15319.36    13466.77
200810      213.55      222.33      141.65    11477.88    12813.25    11556.78
200811      158.29      162.63      102.79     9263.86    10224.80     8703.41
200812      143.32      150.55       93.08     8802.45     9548.54     7715.87
200901      146.76      156.44       98.98     9350.13    10325.78     8120.05
200902      139.35      144.17       91.73     8519.05     9151.70     6955.79
200903      132.48      135.59       84.99     7919.54     8183.77     5995.86
200904      139.12      141.54       89.24     8396.25     8640.56     6612.14
200905      161.98      162.47      102.76     9008.02     9642.35     8012.95
200906      185.29      183.72      115.88    10058.68    10857.95     8812.41
200907      193.49      196.10      135.65    12180.68    11742.06     8586.52
200908      206.44      208.09      147.14    13168.58    12931.07     9785.63
200909      215.98      223.77      163.45    13526.68    13451.66    10833.03
200910      230.30      239.69      176.38    14299.18    14189.94    11460.58
200911      229.63      237.42      174.59    14288.79    14073.70    10854.86
200912      233.76      239.93      175.68    14824.59    14516.36    11111.15
201001      233.23      239.02      173.07    14971.44    14726.87    11102.01
201002      230.68      236.38      171.82    14397.16    13769.80    10302.58
201003      225.48      230.79      166.27    14254.00    13438.11     9966.56
201004      233.58      243.96      178.48    14795.75    14283.05    10916.01
201005      236.48      245.24      179.93    14319.03    13729.66    10613.92
201006      209.79      214.41      154.33    12798.78    11943.80     9022.15
201007      211.27      220.09      140.05    11740.19    12376.38     9055.65
201008      232.30      242.81      156.21    12840.41    13792.23    10606.70
201009      222.11      233.35      148.80    12570.24    13188.86     9896.83
201010      249.70      263.68      165.76    13890.84    14839.47    11055.17
201011      264.39      278.40      173.87    14522.63    15618.43    11622.25
201012      245.49      261.18      159.24    13679.73    14408.92    10210.86
201101      270.04      291.86      176.55    14719.88    15809.16    11146.25
201102      277.66      302.06      185.28    14800.22    16402.14    12147.54
201103      282.50      308.40      190.63    15217.99    16857.01    12561.57
201104      288.51      312.45      193.03    15361.95    16726.11    12335.33
201105      308.66      329.29      205.95    16550.13    18023.32    13175.39
201106      299.10      319.29      197.84    16267.39    17213.57    12421.13
201107      311.89      296.06      187.30    14769.12    14957.69    16648.76
201108      305.12      286.96      179.18    14628.20    14557.22    15486.64
201109      278.80      259.49      161.19    13595.62    13044.41    13424.32
201110      248.07      223.95      138.96    12079.95    11519.15    11791.08
201111      269.92      239.34      148.21    13445.29    12934.02    13044.51
201112      253.83      221.72      135.65    12989.90    12416.08    12049.22
201201      244.13      215.59      130.78    12765.45    12186.06    11631.04
201202      265.67      232.94      141.66    13315.31    12761.41    12458.51
201203      286.22      251.06      152.75    14058.22    13558.68    13190.65
201204      288.29      253.47      151.76    14241.61    13427.79    13108.79
201205      285.00      250.49      147.42    14109.67    13166.45    12171.50
201206      251.07      218.63      127.26    12543.70    11357.78    10310.43
201207      236.03      246.14      165.22    14620.04    13962.55    10684.05
201208      235.78      244.26      161.72    14889.89    14164.16    10496.55
201209      245.65      254.72      171.12    15299.96    14700.53    11319.78
201210      257.43      265.71      181.06    15780.36    14997.14    11947.61
201211      259.83      268.40      184.20    15910.39    15137.26    12406.06
201212      260.01      268.71      184.81    16413.62    15350.29    12740.58
201301      273.09      285.29      198.98    16688.50    15826.74    13389.30
201302      284.14      304.52      217.37    17400.28    16765.50    14476.84
201303      284.37      303.80      212.99    17270.50    16268.91    13727.28
201304      284.00      298.90      207.72    17670.33    16311.85    12987.19
201305      289.05      305.31      217.41    18002.00    16771.26    13887.81
201306      293.48      307.46      221.47    17745.63    16726.31    14199.40
201307      305.16      305.15      197.53    17293.62    14603.17    15163.37
201308      321.75      322.95      211.31    18304.99    15685.37    16731.07
201309      328.27      326.96      217.09    18080.25    15418.22    16668.66
201310      348.73      349.89      234.59    19118.12    16576.62    17937.60
201311      356.73      363.35      250.13    19622.21    17258.43    19128.46
201312      366.53      372.29      252.55    19698.05    17522.23    19454.39
201401      378.13      382.48      259.36    20282.98    17937.85    19929.09
201402      371.57      383.56      263.12    19391.82    17284.06    19493.26
201403      397.86      412.45      284.30    20800.45    18495.42    20620.04
201404      388.97      410.58      287.97    20538.73    18356.62    20439.72
201405      385.69      408.69      289.07    20828.07    18692.03    20740.18
201406      384.65      408.35      286.75    20991.21    18671.62    20617.74
201407      364.68      398.48      240.07    19022.35    16923.29    19648.42
201408      348.70      380.48      230.24    18258.41    16076.51    19038.79
201409      345.68      377.56      227.96    18398.96    16067.20    18915.63
201410      324.88      358.86      213.31    17809.37    15485.30    18221.78
201411      316.45      348.35      201.69    17657.49    15035.68    17433.25
201412      320.67      351.32      201.79    18177.04    15482.51    17464.30
201501      318.73      343.93      196.19    17656.53    14913.20    16543.81
201502      316.15      337.35      192.15    18035.01    15021.53    15886.12
201503      338.49      361.32      207.05    18820.63    15889.08    17140.14
201504      329.03      351.61      199.63    18441.23    15385.08    16672.92
201505      352.56      371.43      212.95    19057.10    16092.79    17614.11
201506      359.52      376.57      211.35    19114.44    15885.00    17160.05
